name,verbmem_f,privleak,knowmem_f,knowmem_r,gen,tru,fac,flu
lm_head.weight,99.69057217299857,-57.111069905432956,46.90405150405149,67.45312282488747,0.28654970760233917,"(0.2, 0.3391352033394388)","(0.0, 0.0926926382796114)",5.906266342216177
